product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate
h323;on;tcp;besteffort;false;amr-wb-16000;auto;480;off;on;838;4471;2725;4125;sip;off;udp;on;false;speex-8000;rtx;720;on;off;702;416;299;3062
ippi;off;udp;on;false;pcma-8000;red;1080;on;on;1198;701;2197;1349;googletalk;on;tls;off;false;speex-32000;rtx;240;off;on;1377;3389;2065;263
ippi;off;auto;off;true;speex-8000;h264;1080;off;off;1004;3438;868;2281;googletalk;on;auto;on;auto;silk-16000;vp8;360;on;on;1256;2592;4544;4912
sip;on;tcp;besteffort;auto;silk-8000;red;240;off;off;659;3267;1614;888;irc;off;auto;besteffort;true;speex-32000;vp8;720;on;off;764;3877;211;318
iptel.org;on;udp;besteffort;auto;auto;rtx;1080;off;off;1136;4484;4300;1110;icq;on;udp;off;auto;speex-16000;auto;480;off;on;502;2199;1263;4710
irc;on;tls;besteffort;false;speex-32000;rtx;720;on;on;1365;4360;4031;784;aim;on;udp;besteffort;true;amr-wb-16000;red;360;off;off;1165;2651;4293;983
icq;off;tcp;off;auto;amr-wb-16000;vp8;480;on;off;1071;1105;1993;3438;googletalk;off;tls;on;false;silk-24000;red;1080;on;on;612;59;3184;3007
iptel.org;on;udp;on;auto;silk-24000;h264;720;off;off;1393;1934;2033;3019;icq;on;udp;off;auto;g722-16000;ulpfec;1080;off;on;1080;1709;1354;1414
aim;on;auto;besteffort;auto;silk-16000;h264;360;off;on;1303;2015;4673;558;ippi;on;auto;on;false;amr-wb-16000;ulpfec;240;on;off;938;4184;2167;932
icq;off;tcp;besteffort;true;silk-16000;h264;1080;off;off;1439;3447;4053;743;h323;on;udp;off;true;speex-16000;h264;240;off;on;593;1552;2797;4778
sip;off;tcp;on;true;opus-48000;ulpfec;240;off;off;924;804;268;2791;sip;on;tcp;besteffort;auto;amr-wb-16000;rtx;360;off;off;749;3800;2792;3865
ippi;off;udp;on;true;pcmu-8000;vp8;1080;on;on;1487;4833;3521;1739;aim;on;tcp;on;true;pcma-8000;auto;720;on;off;1179;2981;4265;4821
aim;off;tcp;off;auto;g722-16000;ulpfec;720;on;off;1176;560;3124;3663;sip;on;tls;off;auto;pcma-8000;auto;1080;off;on;1098;2843;4478;83
irc;off;udp;on;auto;telephone-event-80000;h264;360;on;off;678;2462;2542;3928;ippi;off;tcp;on;false;gsm-8000;ulpfec;480;off;off;948;574;135;1722
aim;on;tls;off;true;pcmu-8000;auto;1080;on;off;1352;3437;3317;4474;irc;on;tcp;on;false;amr-wb-16000;red;1080;off;on;1227;3897;1409;2700
aim;off;auto;on;false;g722-16000;auto;720;on;off;598;4315;3210;638;icq;on;tls;off;false;amr-wb-16000;auto;240;off;on;1434;1758;673;3691
irc;on;udp;besteffort;auto;pcmu-8000;h264;1080;off;off;614;4910;273;1110;icq;off;tls;off;auto;ilbc-8000;auto;720;off;off;684;3240;1901;3198
iptel.org;on;tls;besteffort;auto;opus-48000;h264;720;off;off;692;3058;2904;3040;irc;on;tcp;on;auto;amr-wb-16000;red;720;on;off;817;2033;2724;2424
icq;on;auto;off;true;telephone-event-80000;rtx;360;off;on;1046;2724;2269;1170;ippi;on;auto;on;auto;opus-48000;ulpfec;480;on;on;539;1603;4512;4613
aim;on;udp;on;auto;amr-wb-16000;vp8;360;off;off;1153;4319;2867;750;ippi;off;tcp;off;false;pcmu-8000;h264;720;off;off;1097;4355;2728;591
googletalk;off;auto;on;auto;silk-8000;red;240;off;on;1401;1273;3745;4352;h323;off;udp;on;auto;speex-16000;red;240;off;on;678;2619;883;818
icq;on;tls;besteffort;true;speex-32000;ulpfec;240;off;on;1082;2108;1300;705;irc;on;udp;off;false;gsm-8000;ulpfec;480;on;on;1289;1789;484;4430
ippi;on;tcp;besteffort;true;g722-16000;h264;720;on;off;509;599;2158;820;iptel.org;off;udp;off;true;speex-16000;red;360;on;on;1051;105;2483;3970
aim;off;tls;besteffort;false;silk-8000;red;240;off;off;1232;458;2337;2498;sip;off;tls;besteffort;false;telephone-event-80000;auto;1080;off;on;1027;4296;4987;284
iptel.org;on;tls;on;auto;speex-32000;h264;360;off;on;1287;1632;2234;4723;icq;off;udp;off;true;silk-24000;auto;240;on;on;758;3949;2575;4824
icq;off;tls;off;auto;speex-16000;ulpfec;240;off;on;753;418;1288;3541;googletalk;on;tcp;on;true;speex-8000;rtx;720;off;on;1354;1458;3126;4113
iptel.org;on;udp;besteffort;false;g722-16000;rtx;720;off;on;927;2311;596;663;sip;on;udp;on;false;silk-16000;rtx;360;off;on;869;3193;1061;4356
icq;on;udp;on;true;g722-16000;ulpfec;240;on;off;757;1281;2237;3078;googletalk;on;tcp;besteffort;false;silk-16000;ulpfec;1080;off;on;1361;2310;586;2178
ippi;on;tls;off;auto;telephone-event-80000;ulpfec;360;on;on;1154;4959;2477;4905;googletalk;off;tls;on;auto;pcmu-8000;auto;360;off;on;1461;3500;4171;3914
googletalk;on;tcp;off;false;silk-12000;auto;720;on;on;578;1951;3619;882;iptel.org;off;udp;on;auto;pcma-8000;h264;720;off;off;1400;783;550;3368
irc;off;udp;on;false;silk-16000;ulpfec;360;on;on;1256;1263;890;2581;aim;on;tls;off;auto;silk-24000;h264;1080;on;on;873;1091;1357;409
irc;off;auto;on;auto;silk-12000;h264;240;off;on;1083;2611;1605;435;h323;off;udp;off;true;auto;vp8;720;off;off;1102;256;2294;1417
h323;on;tls;off;auto;opus-48000;ulpfec;360;off;on;1163;1639;4507;1734;h323;on;tcp;besteffort;false;amr-wb-16000;vp8;360;on;off;1386;1680;3103;2901
h323;off;tcp;on;false;telephone-event-80000;ulpfec;240;off;on;1457;4719;3207;3703;icq;off;auto;off;auto;g722-16000;ulpfec;240;off;on;1016;1163;968;1759
googletalk;on;udp;besteffort;true;speex-16000;ulpfec;480;on;off;644;331;4341;2221;googletalk;off;tls;on;false;silk-24000;red;1080;off;on;1245;627;3675;2142
ippi;on;tcp;on;false;ilbc-8000;rtx;360;on;on;1343;3706;4152;687;iptel.org;on;tls;on;true;opus-48000;red;240;off;off;942;4258;271;4741
googletalk;off;udp;besteffort;false;g722-16000;ulpfec;240;off;off;892;2674;1952;3254;irc;on;udp;besteffort;true;silk-16000;rtx;240;on;off;1125;2663;2340;530
h323;on;udp;besteffort;auto;silk-24000;rtx;1080;on;off;804;1471;826;1438;aim;off;auto;on;auto;silk-12000;rtx;360;on;on;1416;1834;4289;1149
googletalk;on;tcp;on;true;silk-12000;vp8;360;off;off;572;2985;632;2396;ippi;off;udp;on;auto;gsm-8000;ulpfec;240;off;on;1444;1626;1571;2403
iptel.org;off;tcp;on;auto;speex-32000;vp8;240;on;on;1218;2367;4024;714;googletalk;on;tcp;besteffort;false;speex-16000;rtx;360;on;off;1079;172;4078;2617
irc;off;udp;on;auto;g722-16000;rtx;480;off;on;1385;3970;4713;1318;iptel.org;off;tls;on;true;silk-12000;vp8;480;off;off;659;3553;298;1316
aim;on;udp;besteffort;true;pcmu-8000;red;720;off;on;733;3425;4391;3295;icq;on;tls;besteffort;auto;speex-16000;h264;480;off;on;817;2608;1941;953
irc;off;tls;on;true;amr-wb-16000;ulpfec;720;off;on;642;1538;3037;4897;ippi;on;tcp;on;true;speex-32000;auto;720;off;off;1007;1614;584;534
h323;off;tls;off;auto;silk-24000;ulpfec;480;off;on;727;3522;637;2069;aim;on;udp;on;true;auto;ulpfec;1080;off;on;1223;440;4644;4303
irc;on;tcp;off;true;silk-24000;red;720;on;off;628;1383;3377;3976;icq;on;auto;off;auto;auto;rtx;360;off;on;1067;91;1617;4664
googletalk;on;tls;on;auto;speex-16000;vp8;1080;on;on;938;2011;4594;4514;aim;off;tcp;besteffort;auto;telephone-event-80000;rtx;720;on;on;861;1148;2119;4227
icq;off;udp;on;false;pcma-8000;ulpfec;240;on;on;1206;3234;3357;421;irc;on;auto;off;auto;speex-32000;rtx;720;on;on;1493;781;2396;2714
iptel.org;on;auto;besteffort;auto;amr-wb-16000;auto;240;off;off;562;3299;3175;3749;iptel.org;on;tls;off;true;amr-wb-16000;auto;720;on;off;1230;1898;4609;261
googletalk;off;tls;besteffort;false;silk-12000;h264;720;off;on;738;1452;3175;533;sip;off;tls;on;false;g722-16000;auto;360;on;off;681;2146;4309;4684
googletalk;off;tls;off;true;speex-32000;ulpfec;480;off;on;778;2114;4779;613;icq;off;udp;off;true;opus-48000;auto;1080;on;off;1251;411;3471;4932
irc;on;udp;on;true;silk-24000;auto;480;on;on;895;1366;2474;4469;iptel.org;on;auto;besteffort;true;silk-12000;auto;480;on;on;1459;3324;2535;2736
h323;on;tls;off;false;telephone-event-80000;ulpfec;360;off;on;1339;2625;446;217;aim;on;auto;besteffort;true;speex-8000;h264;1080;off;on;580;4558;1998;1689
iptel.org;on;tls;off;false;pcma-8000;h264;480;on;off;648;4331;2427;3357;aim;off;auto;off;auto;silk-24000;rtx;480;on;on;993;4407;3916;4183
sip;off;tls;on;auto;silk-16000;h264;360;off;on;1179;3513;2164;4157;googletalk;on;udp;off;false;silk-8000;ulpfec;720;on;off;1495;3091;155;2389
h323;on;tls;on;false;speex-32000;auto;360;on;on;621;1007;1143;3842;icq;off;tcp;on;false;opus-48000;ulpfec;480;on;off;968;69;908;1878
ippi;off;tls;off;auto;pcmu-8000;auto;720;off;on;840;879;3385;3930;h323;on;tcp;off;true;pcmu-8000;h264;360;off;on;866;435;4524;2796
sip;off;udp;besteffort;false;speex-16000;ulpfec;1080;off;on;558;2842;2324;1235;ippi;off;auto;on;true;ilbc-8000;auto;720;off;off;1334;3540;295;3354
h323;on;udp;besteffort;auto;amr-wb-16000;ulpfec;1080;on;off;1413;3269;3248;1329;irc;on;tcp;besteffort;true;telephone-event-80000;auto;480;off;off;710;1085;301;1381
h323;on;tcp;besteffort;false;amr-wb-16000;h264;480;off;on;1238;352;3168;3890;irc;off;auto;off;auto;silk-16000;red;480;off;off;1469;2300;2673;2002
aim;off;auto;besteffort;true;pcma-8000;h264;1080;off;on;517;3761;526;1415;aim;on;udp;besteffort;true;opus-48000;rtx;1080;on;on;1262;169;794;846
irc;off;tcp;off;true;silk-16000;red;1080;off;on;590;1538;772;353;googletalk;off;auto;off;true;silk-8000;auto;720;on;on;1243;379;261;1344
iptel.org;on;udp;besteffort;auto;silk-16000;rtx;240;off;on;778;3009;3736;2171;sip;off;tcp;off;auto;speex-8000;red;480;off;off;980;3921;3771;717
sip;on;tcp;off;auto;ilbc-8000;h264;240;on;on;1406;1677;1679;601;irc;off;tls;besteffort;true;telephone-event-80000;rtx;720;off;on;1335;4554;3871;3908
googletalk;off;auto;on;true;opus-48000;auto;360;on;off;1236;3530;2639;1664;h323;on;auto;besteffort;auto;auto;red;240;on;off;1066;1177;138;1010
sip;off;auto;off;auto;silk-24000;ulpfec;360;on;on;1467;4666;4129;1157;googletalk;on;udp;on;true;silk-16000;auto;480;on;on;1187;4783;3530;3036
h323;off;udp;off;true;speex-32000;h264;480;on;off;1026;199;2240;3590;h323;off;auto;on;false;silk-24000;rtx;480;off;on;795;4460;2230;708
irc;off;udp;off;auto;silk-24000;red;720;off;on;1004;3395;530;1406;irc;on;tcp;besteffort;auto;g722-16000;ulpfec;1080;off;on;585;3654;75;1494
icq;off;tls;off;auto;silk-24000;red;480;off;on;606;1562;2998;1020;h323;off;tcp;off;auto;pcmu-8000;h264;480;off;off;699;3288;1384;627
h323;off;tls;off;auto;silk-24000;rtx;720;on;off;656;2683;3466;4449;aim;on;udp;on;auto;pcma-8000;vp8;1080;off;off;1224;4785;3356;1858
iptel.org;on;tcp;besteffort;auto;silk-24000;ulpfec;360;off;off;1322;952;2572;2683;icq;off;tcp;off;auto;silk-12000;h264;480;off;off;1219;458;3442;2946
googletalk;on;tls;besteffort;auto;silk-24000;vp8;480;on;off;1371;3255;4302;4087;h323;off;tls;on;true;pcmu-8000;rtx;480;on;on;1102;3718;3396;161
sip;on;auto;off;true;telephone-event-80000;auto;480;off;off;584;599;2282;757;irc;on;udp;on;true;opus-48000;auto;720;on;off;1216;4656;1228;246
aim;off;auto;off;true;silk-8000;red;360;off;on;855;1864;1544;2040;irc;off;tls;besteffort;false;pcma-8000;vp8;1080;off;off;1151;3176;3965;199
sip;on;auto;on;true;g722-16000;red;480;on;off;1399;2538;3805;501;googletalk;off;tcp;besteffort;true;gsm-8000;h264;480;on;on;1110;3199;80;2763
irc;off;tcp;on;true;silk-8000;ulpfec;360;off;on;883;1010;4332;1527;ippi;off;udp;off;auto;speex-16000;auto;720;on;on;724;1995;2709;3083
googletalk;off;auto;besteffort;auto;pcma-8000;ulpfec;720;off;off;523;2297;3691;3710;icq;off;udp;on;false;telephone-event-80000;red;720;off;on;745;4523;185;4414
ippi;on;auto;on;auto;ilbc-8000;ulpfec;480;off;off;553;1134;2273;376;sip;on;auto;off;true;amr-wb-16000;h264;720;off;off;901;2822;782;2817
irc;on;auto;on;true;opus-48000;rtx;720;on;on;1270;340;660;600;h323;on;tcp;besteffort;true;speex-16000;h264;240;on;off;1102;2545;1404;596
googletalk;on;tcp;besteffort;auto;pcma-8000;ulpfec;1080;on;on;952;2034;1955;381;irc;on;tcp;off;true;silk-24000;auto;480;on;on;921;4668;1993;3119
sip;off;tls;on;true;gsm-8000;vp8;240;on;off;827;199;4120;4672;h323;on;udp;besteffort;false;opus-48000;auto;360;on;off;1138;3426;2443;2569
aim;off;tcp;besteffort;true;telephone-event-80000;h264;720;on;on;677;4163;4193;3376;icq;on;tls;off;auto;gsm-8000;vp8;360;off;on;1469;4470;1075;3631
googletalk;off;tls;besteffort;auto;auto;red;1080;off;on;597;4594;2911;2217;icq;off;udp;off;auto;g722-16000;red;360;on;off;1400;1518;4765;778
icq;off;udp;off;auto;ilbc-8000;ulpfec;480;on;on;1061;273;3803;3616;irc;on;auto;off;auto;auto;auto;240;on;off;1242;2047;4733;3082
icq;on;auto;besteffort;true;telephone-event-80000;auto;480;off;off;601;617;2640;56;icq;on;tls;besteffort;true;speex-32000;rtx;240;off;on;986;766;4543;889
icq;on;tls;off;auto;pcmu-8000;rtx;360;off;off;683;2494;1559;4425;irc;on;tcp;on;true;speex-32000;ulpfec;720;on;off;853;2784;944;4227
icq;on;udp;besteffort;true;speex-8000;vp8;360;off;off;1493;309;3494;2209;ippi;off;auto;besteffort;false;silk-24000;vp8;720;off;off;700;226;3592;1856
ippi;on;tls;off;false;telephone-event-80000;auto;720;on;on;603;4012;4630;1169;ippi;on;auto;off;auto;silk-24000;ulpfec;720;off;off;996;1762;659;4846
irc;off;tcp;besteffort;true;g722-16000;rtx;1080;on;on;1306;1363;4609;1527;iptel.org;on;auto;off;true;silk-24000;ulpfec;1080;on;on;1181;1572;1766;424
sip;off;udp;on;false;telephone-event-80000;red;360;off;off;1359;2382;2328;2012;sip;on;tls;on;true;g722-16000;red;480;off;on;738;489;1204;669
h323;on;tcp;besteffort;true;opus-48000;rtx;480;off;on;539;3963;3657;2372;irc;off;auto;on;false;speex-8000;vp8;240;off;on;1009;4071;4229;4904
sip;off;udp;besteffort;false;speex-8000;ulpfec;480;off;off;842;4693;2395;4821;googletalk;on;auto;off;false;amr-wb-16000;ulpfec;360;on;off;1252;3068;3542;3472
sip;off;udp;off;false;speex-16000;vp8;360;on;off;1214;4377;1686;4340;ippi;on;udp;off;auto;gsm-8000;rtx;720;off;off;785;2943;3913;1949
aim;on;auto;off;auto;pcma-8000;h264;480;off;on;703;3697;4741;1991;icq;on;tcp;besteffort;true;speex-8000;vp8;1080;on;on;1079;2073;4190;4738
googletalk;off;udp;on;true;ilbc-8000;rtx;480;off;off;771;887;4532;3683;aim;off;tls;on;true;pcma-8000;vp8;240;on;off;1233;3558;1168;996
icq;off;udp;besteffort;false;gsm-8000;red;1080;off;on;786;4033;508;3321;h323;off;tcp;on;auto;silk-8000;h264;720;off;on;1450;4716;3721;61
h323;off;udp;off;false;silk-12000;ulpfec;240;off;on;1416;143;1549;3609;aim;on;tls;on;true;telephone-event-80000;vp8;1080;off;off;1233;1272;1507;4004
irc;off;auto;besteffort;false;pcmu-8000;red;480;off;off;544;1088;912;4993;icq;on;tcp;off;false;opus-48000;ulpfec;360;off;off;1493;2609;4192;1555
aim;off;auto;on;false;speex-32000;rtx;480;on;off;1027;4192;3592;1500;irc;off;udp;besteffort;auto;speex-32000;red;360;on;on;1329;1934;1678;4322
icq;on;udp;besteffort;false;g722-16000;h264;240;on;off;1051;1324;3207;3261;googletalk;off;auto;on;true;silk-8000;red;480;on;off;1152;4724;2721;1422
aim;on;udp;besteffort;auto;amr-wb-16000;auto;480;on;off;1177;4758;444;2203;icq;off;tls;on;false;silk-12000;h264;1080;on;on;788;3416;1115;3349
icq;on;auto;off;false;pcma-8000;red;720;on;on;1240;407;4302;2962;icq;on;udp;on;auto;silk-24000;auto;720;off;on;824;1247;1105;4595
ippi;on;auto;on;false;silk-24000;ulpfec;480;off;off;889;3582;3943;2106;sip;off;auto;on;auto;amr-wb-16000;ulpfec;720;off;off;937;1749;1276;3536
irc;on;tls;on;true;silk-12000;vp8;360;off;on;1187;1177;4945;4290;sip;on;udp;on;auto;auto;red;240;on;on;579;289;403;4937
ippi;off;tls;off;true;opus-48000;ulpfec;720;off;on;1055;2728;4081;2916;ippi;on;tcp;on;true;amr-wb-16000;ulpfec;240;off;on;712;954;1249;4112
irc;on;auto;on;auto;silk-24000;vp8;240;on;on;1362;2120;4135;565;icq;off;auto;on;false;telephone-event-80000;vp8;1080;on;off;1166;1454;197;707
irc;off;tcp;off;auto;opus-48000;h264;480;off;on;1400;1244;1596;2407;h323;off;udp;besteffort;false;silk-24000;h264;240;off;on;1382;1050;2474;4989
aim;on;tls;off;auto;opus-48000;vp8;360;off;on;571;2790;2839;4478;irc;off;udp;besteffort;auto;silk-12000;ulpfec;240;off;off;1483;1406;3934;1552
iptel.org;off;tls;besteffort;auto;ilbc-8000;ulpfec;720;on;off;1052;1130;4957;3993;h323;on;udp;on;auto;ilbc-8000;auto;360;off;off;1005;4266;2310;1018
aim;off;udp;off;false;g722-16000;rtx;1080;on;off;1073;4802;4598;1527;aim;off;auto;besteffort;false;silk-16000;vp8;480;off;on;1199;3058;550;4806
aim;off;tcp;off;true;opus-48000;ulpfec;240;off;on;1466;2986;1227;673;irc;on;tcp;off;true;speex-8000;red;720;off;off;968;4112;1251;960
ippi;on;auto;off;false;opus-48000;h264;360;off;on;1150;1067;2214;4109;iptel.org;off;auto;besteffort;true;speex-16000;auto;360;on;on;984;2229;3416;1897
h323;on;tls;off;auto;ilbc-8000;rtx;240;off;on;1078;56;836;2869;aim;off;tls;on;auto;pcmu-8000;red;480;off;on;1022;4597;781;3213
aim;off;tls;off;auto;gsm-8000;red;720;on;on;527;3982;3936;4023;h323;off;udp;on;auto;speex-8000;auto;720;on;on;771;1647;1601;4858
aim;on;udp;off;true;gsm-8000;red;240;off;off;703;685;1193;2931;googletalk;on;auto;on;auto;speex-16000;red;1080;off;on;1358;3768;2289;1715
icq;on;udp;besteffort;true;speex-32000;h264;1080;off;off;686;2058;177;348;aim;on;udp;besteffort;true;gsm-8000;red;720;on;on;1361;2237;1431;1809
iptel.org;off;tcp;besteffort;true;silk-16000;red;720;off;off;1067;3286;2973;4050;ippi;off;udp;besteffort;true;speex-8000;vp8;480;off;off;956;3792;4410;1758
h323;on;udp;off;true;amr-wb-16000;auto;480;on;on;536;1274;793;2572;googletalk;off;tls;off;true;pcma-8000;ulpfec;1080;on;on;600;4721;705;187
googletalk;off;auto;besteffort;auto;pcmu-8000;auto;240;on;off;915;1853;2716;2432;googletalk;on;udp;on;true;silk-16000;rtx;240;off;off;721;274;4526;53
irc;off;tls;on;false;g722-16000;vp8;1080;on;off;1316;3712;2034;3535;h323;off;udp;on;auto;silk-24000;ulpfec;720;on;on;1167;3086;2324;2644
icq;on;udp;on;auto;amr-wb-16000;vp8;1080;off;on;1231;3799;2765;107;iptel.org;off;tcp;on;auto;auto;auto;480;on;off;1416;162;1067;2973
iptel.org;on;tcp;besteffort;false;g722-16000;rtx;720;on;off;794;3526;3029;1215;ippi;off;auto;off;true;silk-16000;red;720;on;on;1049;3630;1019;757
googletalk;off;tcp;off;auto;telephone-event-80000;ulpfec;720;on;on;1497;3661;1097;3600;aim;on;auto;on;false;gsm-8000;ulpfec;360;off;on;1170;2028;2719;2407
irc;off;auto;besteffort;true;g722-16000;rtx;1080;off;off;614;2719;4587;2499;googletalk;on;tcp;on;auto;g722-16000;auto;240;off;on;779;4425;2359;3546
sip;on;auto;off;true;speex-16000;ulpfec;240;off;on;865;1795;4563;4418;sip;on;tls;off;false;telephone-event-80000;rtx;720;off;on;1234;3273;2014;2081
irc;on;tcp;off;true;pcmu-8000;rtx;1080;on;off;729;1183;4591;4471;icq;off;tls;on;true;silk-24000;vp8;720;on;on;1245;1530;956;4321
sip;on;udp;besteffort;false;pcma-8000;h264;360;on;on;1230;1732;2392;2749;h323;on;udp;besteffort;false;speex-32000;h264;480;on;on;547;4020;2965;4595
ippi;off;auto;off;true;silk-12000;rtx;480;on;off;1037;589;1076;889;h323;on;tcp;besteffort;true;amr-wb-16000;h264;1080;off;on;1342;1607;4557;3215
icq;on;tls;off;auto;silk-16000;auto;1080;on;off;807;3833;1378;276;irc;off;tcp;on;true;gsm-8000;ulpfec;1080;off;on;629;2145;2672;4656
sip;off;tcp;besteffort;auto;pcmu-8000;red;1080;on;on;1134;4039;3745;2342;h323;on;auto;off;auto;speex-8000;ulpfec;240;on;off;1462;257;476;2450
googletalk;on;tcp;on;auto;opus-48000;red;240;on;off;749;3258;4355;386;h323;off;tls;off;true;telephone-event-80000;h264;480;off;on;1265;4332;2855;1700
h323;off;auto;off;true;silk-16000;h264;720;on;off;1403;2226;1150;3555;h323;off;auto;besteffort;auto;auto;ulpfec;480;on;on;757;3615;2685;4489
aim;off;tcp;on;auto;silk-24000;ulpfec;240;off;on;591;1572;1054;3394;h323;on;tls;besteffort;auto;silk-12000;ulpfec;480;off;off;1053;4430;2164;2621
h323;off;auto;on;auto;silk-8000;vp8;480;on;on;1371;2362;2391;1084;irc;off;auto;on;true;ilbc-8000;vp8;360;on;off;826;3966;3748;3969
aim;on;auto;off;false;silk-24000;h264;1080;on;on;1013;1155;4338;3231;googletalk;on;auto;on;true;amr-wb-16000;rtx;720;on;on;832;645;2917;3888
